* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
5713, forest, terralith:snowy_shield, CREATURE, minecraft:rabbit, 10, 2, 3
5714, forest, terralith:snowy_shield, CREATURE, minecraft:fox, 10, 1, 2
5715, forest, terralith:snowy_shield, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5716, forest, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
5717, forest, terralith:snowy_shield, AMBIENT, distantfriends:friend, 20, 1, 2
5719, forest, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5720, forest, terralith:snowy_shield, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5721, forest, terralith:snowy_shield, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5722, forest, terralith:snowy_shield, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5723, forest, terralith:snowy_shield, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5724, forest, terralith:snowy_shield, WATER_AMBIENT, fishofthieves:pondie, 15, 2, 4
5725, forest, terralith:snowy_shield, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5726, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
5727, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
5728, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
5729, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
5730, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
5731, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
5732, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
5733, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
5734, extreme_hills, minecraft:snowy_slopes, MONSTER, graveyard:nightmare, 10, 1, 1
5735, extreme_hills, minecraft:snowy_slopes, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5736, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5737, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5738, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5739, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5740, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5741, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5743, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5744, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5745, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5746, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5748, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5749, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5750, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5751, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5752, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5753, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5756, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5758, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
5759, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
5760, extreme_hills, minecraft:snowy_slopes, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5761, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
5762, extreme_hills, minecraft:snowy_slopes, AMBIENT, distantfriends:friend, 20, 1, 2
5764, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5765, extreme_hills, minecraft:snowy_slopes, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5766, extreme_hills, minecraft:snowy_slopes, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5767, extreme_hills, minecraft:snowy_slopes, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5768, extreme_hills, minecraft:snowy_slopes, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5769, extreme_hills, minecraft:snowy_slopes, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5770, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
5771, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
5772, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
5773, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
5774, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
5775, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
5776, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
5777, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
5778, taiga, minecraft:snowy_taiga, MONSTER, graveyard:nightmare, 10, 1, 1
5779, taiga, minecraft:snowy_taiga, MONSTER, graveyard:revenant, 25, 3, 5
5780, taiga, minecraft:snowy_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5781, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5782, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5783, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5784, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5785, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5786, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5788, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5789, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5790, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5791, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5793, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5794, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5795, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5796, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5797, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5798, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5801, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5803, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
5804, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
5805, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
5806, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
5807, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
5808, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5809, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 1, 2
5810, taiga, minecraft:snowy_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5811, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5812, taiga, minecraft:snowy_taiga, AMBIENT, distantfriends:friend, 20, 1, 2
5814, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5815, taiga, minecraft:snowy_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5816, taiga, minecraft:snowy_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5817, taiga, minecraft:snowy_taiga, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5818, taiga, minecraft:snowy_taiga, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5819, taiga, minecraft:snowy_taiga, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5820, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
5821, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
5822, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
5823, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5824, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5825, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5826, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5827, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5828, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5829, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5830, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5831, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5832, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5834, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5835, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5836, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5837, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5838, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5839, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5840, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
5841, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:supreme_bonescaller, 20, 1, 1
5842, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5843, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5844, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:dark_vortex, 30, 1, 2
5845, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:bonescaller, 20, 1, 2
5846, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:scarlet_persecutor, 30, 1, 2
5848, nether, minecraft:soul_sand_valley, MONSTER, graveyard:skeleton_creeper, 10, 1, 1
5849, nether, minecraft:soul_sand_valley, MONSTER, graveyard:ghoul, 5, 1, 1
5850, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
5851, nether, minecraft:soul_sand_valley, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5852, nether, minecraft:soul_sand_valley, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5853, nether, minecraft:soul_sand_valley, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5854, nether, minecraft:soul_sand_valley, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5855, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:skeleton, 10, 5, 5
5856, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:enderman, 5, 4, 4
5857, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
5858, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:hoglin, 21, 3, 4
5859, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:piglin, 10, 3, 4
5860, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5861, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5862, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5863, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5864, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5865, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5866, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5867, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5868, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5869, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5871, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5872, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5873, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5874, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5875, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5876, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5877, nether, gardens_of_the_dead:soulblight_forest, MONSTER, minecraft:ghast, 10, 4, 4
5878, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 20, 1, 1
5879, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5880, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5881, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:dark_vortex, 30, 1, 2
5882, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:bonescaller, 20, 1, 2
5883, nether, gardens_of_the_dead:soulblight_forest, MONSTER, born_in_chaos_v1:scarlet_persecutor, 30, 1, 2
5885, nether, gardens_of_the_dead:soulblight_forest, MONSTER, graveyard:skeleton_creeper, 10, 1, 1
5886, nether, gardens_of_the_dead:soulblight_forest, MONSTER, graveyard:ghoul, 5, 1, 1
5887, nether, gardens_of_the_dead:soulblight_forest, CREATURE, minecraft:strider, 60, 1, 2
5888, nether, gardens_of_the_dead:soulblight_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5889, nether, gardens_of_the_dead:soulblight_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5890, nether, gardens_of_the_dead:soulblight_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5891, nether, gardens_of_the_dead:soulblight_forest, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5892, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
5893, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
5894, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
5895, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
5896, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
5897, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
5898, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
5899, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
5900, jungle, minecraft:sparse_jungle, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5901, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5902, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5903, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5904, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5905, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5906, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5907, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5908, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5909, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5910, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5912, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5913, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5914, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5915, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5916, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5917, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5919, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 20, 2, 4
5920, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:swarmer, 20, 1, 2
5922, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5924, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
5925, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
5926, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5927, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
5928, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5929, jungle, minecraft:sparse_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5930, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
5931, jungle, minecraft:sparse_jungle, AMBIENT, distantfriends:friend, 20, 1, 2
5933, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5934, jungle, minecraft:sparse_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5935, jungle, minecraft:sparse_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5936, jungle, minecraft:sparse_jungle, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5937, jungle, minecraft:sparse_jungle, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5938, jungle, minecraft:sparse_jungle, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
5939, jungle, minecraft:sparse_jungle, WATER_AMBIENT, fishofthieves:stormfish, 12, 4, 8
5940, jungle, minecraft:sparse_jungle, WATER_AMBIENT, fishofthieves:wildsplash, 10, 2, 4
5941, jungle, minecraft:sparse_jungle, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5942, plains, terralith:steppe, MONSTER, minecraft:spider, 80, 4, 4
5943, plains, terralith:steppe, MONSTER, minecraft:zombie, 80, 4, 4
5944, plains, terralith:steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
5945, plains, terralith:steppe, MONSTER, minecraft:skeleton, 80, 4, 4
5946, plains, terralith:steppe, MONSTER, minecraft:creeper, 80, 4, 4
5947, plains, terralith:steppe, MONSTER, minecraft:slime, 80, 4, 4
5948, plains, terralith:steppe, MONSTER, minecraft:enderman, 5, 1, 4
5949, plains, terralith:steppe, MONSTER, minecraft:witch, 5, 1, 1
5950, plains, terralith:steppe, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5951, plains, terralith:steppe, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5952, plains, terralith:steppe, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5953, plains, terralith:steppe, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5954, plains, terralith:steppe, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5955, plains, terralith:steppe, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5956, plains, terralith:steppe, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5957, plains, terralith:steppe, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5958, plains, terralith:steppe, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5959, plains, terralith:steppe, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5960, plains, terralith:steppe, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5962, plains, terralith:steppe, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5963, plains, terralith:steppe, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5964, plains, terralith:steppe, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5965, plains, terralith:steppe, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5966, plains, terralith:steppe, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5967, plains, terralith:steppe, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5970, plains, terralith:steppe, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5972, plains, terralith:steppe, CREATURE, minecraft:sheep, 12, 4, 4
5973, plains, terralith:steppe, CREATURE, minecraft:pig, 10, 4, 4
5974, plains, terralith:steppe, CREATURE, minecraft:chicken, 10, 4, 4
5975, plains, terralith:steppe, CREATURE, minecraft:cow, 10, 4, 4
5976, plains, terralith:steppe, CREATURE, minecraft:horse, 10, 1, 3
5977, plains, terralith:steppe, CREATURE, minecraft:donkey, 10, 1, 3
5978, plains, terralith:steppe, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5979, plains, terralith:steppe, AMBIENT, minecraft:bat, 10, 8, 8
